DUT,Frequency_Hz,Magnitude_Ohms,Phase_Deg
1,1,46332.339844,-32.32
1,2,31060.751953,-41.45
1,4,21005.402344,-40.47
1,5,18009.816406,-41.26
1,8,13636.479492,-43.34
1,10,11936.659180,-43.12
1,16,9148.216797,-42.07
1,20,8117.088867,-42.49
1,25,7098.150879,-42.90
1,32,6150.443359,-43.12
1,40,5380.989258,-44.40
1,50,4647.069824,-45.03
1,80,3361.835205,-47.87
1,100,2871.368652,-50.29
1,125,2355.919922,-52.63
1,160,1834.725220,-56.54
1,200,1395.933838,-60.70
1,250,1024.695557,-65.19
1,400,669.506165,-66.51
1,500,521.579712,-68.09
1,625,396.738037,-69.33
1,800,299.713440,-70.52
1,1000,234.552780,-70.95
1,1250,183.217148,-71.33
1,2000,112.507530,-69.80
1,2500,90.369469,-68.64
1,3125,72.428764,-66.24
1,4000,58.357433,-64.95
1,5000,48.690472,-62.09
1,6250,40.546581,-59.32
1,10000,30.137575,-51.29
1,12500,26.425413,-47.10
1,15625,23.814768,-44.20
1,25000,19.240784,-34.68
1,50000,15.779805,-23.74
1,62500,15.254420,-21.94
1,80000,14.634311,-18.78
1,100000,14.262551,-15.71
