# PGA Gain 100 Calibration Data
# Format: freq,gain,phase_offset
# freq: Frequency in Hz
# gain: PGA gain correction factor
# phase_offset: Phase offset in degrees
freq,gain,phase_offset
100,92.8475776472181,-14.1239540844742
80,93.4459415097985,-12.227099849401
62.5,94.045669293662,-10.3078323314904
50,94.5411789736607,-8.73124646574555
25,95.8395411860508,-4.7757621647733
15.625,96.6772743380313,-2.91175012858485
12.5,97.1537576265434,-2.26946557025974
10,97.7006919726934,-1.76845514828466
6.25,98.8228800456163,-1.06773613860238
5,99.2469755253108,-0.84702546735622
4,99.336985206218,-0.673847420663178
3.125,99.3605953470439,-0.546133761493037
2.5,99.3864347546737,-0.447196228203633
2,99.3744347422064,-0.403679394595315
1.25,99.0380250428088,-0.345494834781358
1,98.8959979217766,-0.31920773049908
0.8,98.7903446218206,-0.232740950009341
0.625,98.6461828374859,-0.0383100249656524
0.5,98.4830081152176,0.250917911714062
0.4,98.3852847489443,0.563528203412362
0.25,98.3610626269237,1.0652289696173
0.2,98.357474129691,1.07142574636783
0.16,98.3776219934935,0.997094983776212
0.125,98.4214339858923,0.851097206500308
0.1,98.4761989843651,0.655211688098168
0.08,98.506939975522,0.425469211958548
0.05,98.5120461505296,0.470542695951071
0.04,98.497702761103,0.578211516803242
0.032,98.4794364937233,0.775236954292244
0.025,98.4732672797823,1.04001128089286
0.02,98.4869364883176,1.26053557015874
0.016,98.5260479663446,1.32663098492482
0.01,98.5138141090573,1.17224248520915
0.008,98.490333558132,0.966141758427397
0.005,98.4144753427248,0.527354807861035
0.004,98.3983458737978,0.283425370038751
0.002,98.400995665511,-0.66478969560006
0.001,98.4922543875645,-1.8573817390841
