# PGA Gain 200 Calibration Data
# Format: freq,gain,phase_offset
# freq: Frequency in Hz
# gain: PGA gain correction factor
# phase_offset: Phase offset in degrees
freq,gain,phase_offset
100,174.867345234801,-24.1683828547201
80,178.761600908753,-20.9906737910818
62.5,182.481515796309,-17.7735277405428
50,185.344398118595,-15.1271760383667
25,191.29867286996,-8.4395561999595
15.625,193.01680955193,-5.2344879683028
12.5,193.627302622396,-4.11828516167506
10,194.10116582809,-3.24628273708626
6.25,194.634267828064,-1.78697859049073
5,194.533664596016,-1.27608260008055
4,194.227729825319,-0.910394913610087
3.125,193.969498619217,-0.601632244977917
2.5,193.741838250073,-0.505257238489518
2,193.548574919722,-0.532722803366035
1.25,193.674157102634,-0.350028217110183
1,194.260478497506,-0.186751573347578
0.8,195.065715058842,-0.040707409054941
0.625,195.873397378488,0.102416984784649
0.5,196.432329957657,0.200863764575191
0.4,196.777759587828,0.266312274193922
0.25,196.889591515425,0.118434124590366
0.2,196.788232993955,0.00445191232396224
0.16,196.704822900158,-0.039085141237348
0.125,196.715693718005,0.0107704462636772
0.1,196.816578320984,0.111216551668577
0.08,196.988154263122,0.203549880812429
0.05,197.333918130553,0.224942164139938
0.04,197.423736427675,0.260116420538862
0.032,197.450489700856,0.293685439264813
0.025,197.453462193361,0.355839272218965
0.02,197.409419832093,0.358457829551822
0.016,197.367165354756,0.342075640634546
0.01,197.417123355639,0.248868217789393
0.008,197.481743805867,0.217665302820051
0.005,197.681533532367,0.201123540061319
0.004,197.74011322546,0.204075087531632
0.002,197.808981195382,0.246881818106553
0.001,197.716382197928,0.359005526176711
