frequency_hz,v_magnitude,v_phase_deg,i_magnitude,i_phase_deg,pga_gain,tia_gain,valid
1,3.084,84.39,1.288,84.33,0,0,1
2,3.085,84.37,1.288,84.31,0,0,1
4,3.087,89.97,1.288,89.95,0,0,1
5,3.085,95.62,1.288,95.59,0,0,1
8,3.085,104.06,1.288,104.0,0,0,1
10,3.086,109.67,1.289,109.67,0,0,1
16,3.086,126.57,1.289,126.5,0,0,1
20,3.085,137.8,1.288,137.75,0,0,1
25,3.084,151.86,1.288,151.83,0,0,1
32,3.085,171.57,1.289,171.5,0,0,1
40,3.086,-165.94,1.288,-165.97,0,0,1
50,3.085,-137.82,1.289,-137.82,0,0,1
80,3.087,-56.28,1.289,-56.31,0,0,1
100,3.085,-0.01,1.289,-0.03,0,0,1
125,3.086,70.31,1.289,70.28,0,0,1
160,3.087,168.74,1.288,168.68,0,0,1
200,3.086,-81.55,1.287,-81.55,0,0,1
250,3.084,59.04,1.288,59.02,0,0,1
400,3.085,115.31,1.288,115.18,0,0,1
500,3.087,30.93,1.289,30.75,0,0,1
625,3.087,19.68,1.288,19.37,0,0,1
800,3.087,143.43,1.288,142.85,0,0,1
1000,3.086,-19.69,1.289,-20.55,0,0,1
1250,3.084,-42.19,1.287,-43.47,0,0,1
2000,3.085,-118.15,1.285,-120.8,0,0,1
2500,3.083,-160.33,1.284,-163.94,0,0,1
3125,3.095,134.98,1.286,130.17,0,0,1
4000,3.086,50.57,1.277,44.08,0,0,1
5000,3.085,-22.56,1.272,-31.01,0,0,1
6250,3.085,-140.72,1.262,-151.53,0,0,1
10000,3.082,2.2,1.228,-15.16,0,0,1
12500,3.081,-110.75,1.194,-131.89,0,0,1
15625,3.079,166.6,1.158,141.08,0,0,1
25000,3.075,49.22,1.005,12.16,0,0,1
50000,3.066,8.52,0.695,-47.05,0,0,1
62500,3.057,35.85,0.579,-24.2,0,0,1
80000,3.046,-148.44,0.472,147.41,0,0,1
100000,3.032,-73.38,0.386,-140.47,0,0,1
