frequency_hz,v_magnitude,v_phase_deg,i_magnitude,i_phase_deg,pga_gain,tia_gain,valid
1,3.083,84.38,1.754,84.28,5,1,1
2,3.085,84.38,1.755,84.26,5,1,1
4,3.083,90.01,1.754,89.96,5,1,1
5,3.082,95.62,1.755,95.62,5,1,1
8,3.083,104.07,1.755,104.07,5,1,1
10,3.082,109.67,1.753,109.64,5,1,1
16,3.084,126.56,1.756,126.6,5,1,1
20,3.083,137.78,1.752,137.77,5,1,1
25,3.084,151.84,1.754,151.81,5,1,1
32,3.085,171.57,1.753,171.53,5,1,1
40,3.084,-165.93,1.754,-166.01,5,1,1
50,3.082,-137.83,1.755,-137.87,5,1,1
80,3.084,-56.24,1.754,-56.26,5,1,1
100,3.084,0.0,1.755,-0.08,5,1,1
125,3.085,70.32,1.754,70.33,5,1,1
160,3.084,168.75,1.752,168.69,5,1,1
200,3.084,-81.57,1.755,-81.7,5,1,1
250,3.085,59.06,1.754,59.05,5,1,1
400,3.084,112.52,1.753,112.44,5,1,1
500,3.083,30.93,1.755,30.96,5,1,1
625,3.086,19.68,1.756,19.65,5,1,1
800,3.086,146.25,1.755,146.19,5,1,1
1000,3.086,-19.67,1.755,-19.69,5,1,1
1250,3.083,-42.17,1.754,-42.18,5,1,1
2000,3.084,-120.94,1.755,-120.97,5,1,1
2500,3.082,-163.1,1.754,-163.19,5,1,1
3125,3.097,134.99,1.765,134.98,5,1,1
4000,3.085,50.59,1.756,50.63,5,1,1
5000,3.083,-25.33,1.753,-25.31,5,1,1
6250,3.081,-129.4,1.755,-129.56,5,1,1
10000,3.082,5.06,1.756,4.35,5,1,1
12500,3.082,-110.66,1.757,-111.71,5,1,1
15625,3.081,166.65,1.755,165.77,5,1,1
25000,3.08,49.29,1.753,47.84,5,1,1
50000,3.074,8.52,1.746,5.45,5,1,1
62500,3.065,35.65,1.744,32.3,5,1,1
80000,3.056,-137.41,1.738,-141.31,5,1,1
100000,3.045,-73.57,1.733,-79.68,5,1,1
