frequency_hz,v_magnitude,v_phase_deg,i_magnitude,i_phase_deg,pga_gain,tia_gain,valid
1,3.086,84.35,2.744,84.27,7,1,1
2,3.082,84.37,2.748,84.3,7,1,1
4,3.085,90.01,2.746,90.06,7,1,1
5,3.084,95.63,2.744,95.69,7,1,1
8,3.085,104.06,2.75,104.01,7,1,1
10,3.085,109.68,2.748,109.6,7,1,1
16,3.083,126.58,2.746,126.39,7,1,1
20,3.087,137.81,2.75,137.73,7,1,1
25,3.084,151.9,2.753,151.81,7,1,1
32,3.084,171.55,2.747,171.51,7,1,1
40,3.085,-165.95,2.744,-165.9,7,1,1
50,3.085,-137.8,2.75,-137.89,7,1,1
80,3.085,-56.24,2.75,-56.35,7,1,1
100,3.086,0.02,2.746,0.0,7,1,1
125,3.084,70.31,2.75,70.33,7,1,1
160,3.086,168.74,2.746,168.72,7,1,1
200,3.086,-81.54,2.752,-81.51,7,1,1
250,3.084,59.07,2.751,59.07,7,1,1
400,3.085,115.34,2.749,115.36,7,1,1
500,3.087,30.97,2.747,30.87,7,1,1
625,3.087,19.72,2.751,19.74,7,1,1
800,3.087,146.27,2.747,146.19,7,1,1
1000,3.087,-19.7,2.751,-19.71,7,1,1
1250,3.083,-42.17,2.749,-42.17,7,1,1
2000,3.083,-120.92,2.75,-120.91,7,1,1
2500,3.084,-163.11,2.75,-163.1,7,1,1
3125,3.097,132.21,2.761,132.11,7,1,1
4000,3.086,50.63,2.75,50.2,7,1,1
5000,3.083,-25.31,2.743,-26.21,7,1,1
6250,3.084,-129.41,2.744,-130.78,7,1,1
10000,3.082,5.07,2.741,2.23,7,1,1
12500,3.081,-110.64,2.748,-114.32,7,1,1
15625,3.083,166.69,2.746,162.75,7,1,1
25000,3.082,49.34,2.72,43.11,7,1,1
50000,3.075,8.59,2.671,-4.1,7,1,1
62500,3.068,35.91,2.634,20.7,7,1,1
80000,3.058,-80.91,2.57,-99.5,7,1,1
100000,3.036,-72.85,2.49,-96.82,7,1,1
