frequency_hz,v_magnitude,v_phase_deg,i_magnitude,i_phase_deg,pga_gain,tia_gain,valid
1,3.086,84.4,1.288,84.32,0,0,1
2,3.086,84.41,1.289,84.33,0,0,1
4,3.085,90.01,1.288,89.96,0,0,1
5,3.085,95.58,1.288,95.55,0,0,1
8,3.085,104.08,1.288,104.02,0,0,1
10,3.087,109.69,1.288,109.62,0,0,1
16,3.086,126.57,1.289,126.51,0,0,1
20,3.085,137.81,1.288,137.78,0,0,1
25,3.086,151.85,1.288,151.81,0,0,1
32,3.086,171.56,1.288,171.51,0,0,1
40,3.085,-165.95,1.288,-165.96,0,0,1
50,3.085,-137.82,1.288,-137.82,0,0,1
80,3.085,-56.23,1.288,-56.27,0,0,1
100,3.085,-0.02,1.288,0.0,0,0,1
125,3.085,70.3,1.288,70.27,0,0,1
160,3.086,168.75,1.288,168.73,0,0,1
200,3.085,-81.57,1.289,-81.59,0,0,1
250,3.085,59.07,1.289,59.01,0,0,1
400,3.086,115.32,1.289,115.2,0,0,1
500,3.086,30.94,1.289,30.76,0,0,1
625,3.088,19.7,1.289,19.34,0,0,1
800,3.087,143.45,1.288,142.89,0,0,1
1000,3.087,-19.7,1.289,-20.57,0,0,1
1250,3.084,-42.18,1.287,-43.48,0,0,1
2000,3.085,-118.17,1.285,-120.79,0,0,1
2500,3.083,-160.34,1.283,-163.95,0,0,1
3125,3.097,134.9,1.285,130.16,0,0,1
4000,3.085,50.6,1.277,44.1,0,0,1
5000,3.084,-22.55,1.272,-30.99,0,0,1
6250,3.083,-129.49,1.262,-140.24,0,0,1
10000,3.082,2.19,1.228,-15.14,0,0,1
12500,3.081,-110.74,1.194,-131.93,0,0,1
15625,3.078,166.62,1.158,141.08,0,0,1
25000,3.074,49.23,1.005,12.2,0,0,1
50000,3.064,8.52,0.695,-47.07,0,0,1
62500,3.059,35.85,0.579,-24.22,0,0,1
80000,3.046,-137.18,0.47,158.76,0,0,1
100000,3.033,-73.35,0.385,-140.13,0,0,1
